,product_code,product_name,brand,store,url,image_url,price,original_price,product_description,categories,specs,model_text
232,910-006172,"logitech g502 x plus lightspeed wireless optical mouse with lightforce hybrid switches, lightsync rgb, hero 25k gaming sensor, compatible with pc - macos/windows",logitech,Compu Jordan,https://compujordan.com/logitech-g502-x-plus-lightspeed-wireless-optical-mouse-with-lightforce-hybrid-switches-lightsync-rgb-hero-25k-gaming-sensor-compatible-with-pc-macos-windows,https://compujordan.com/image/cache/catalog/products/ACC/Mouse /Logitech/G502 X PLUS/Logitech-G502-X-PLUS-LIGHTSPEED-Wireless-Gaming-Mouse-Optical-mouse-LIGHTFORCE-hybrid-switches-LIGHTSYNC-RGB-HERO-1200x1200.jpg,110.0,110.0,"G502 X PLUS is the latest addition to legendary G502 lineage. Redesigned and reinvented with the most innovative gaming technologies, including our first-ever LIGHTFORCE hybrid switches, LIGHTSPEED pro-grade wireless, LIGHTSYNC RGB and HERO 25K Optical Sensor. G502 X PLUS is also POWERPLAY compatible—so it never runs out of power.
Hybrid Optical X Mechanical
POWER-SAVING PLAY DETECTION
68% FASTER THAN PREVIOUS
Breakthrough hybrid optical-mechanical switches achieve higher levels of speed and reliability through optical actuation. Mechanical actuation maintains the crisp, tactile feedback that players love.
LIGHTSYNC technology enables dynamic full-spectrum lighting with total control of approximately 16.8 million brilliant colors across an 8-LED array. Active play detection automatically dims lighting when your hand moves it, conserving battery power. Customize it all with G HUB software including media-driven effects and advanced personalization.
Pro-grade connectivity, now with an updated protocol achieving 68% faster response rate than the previous generation. With the incredible efficiency of LIGHTSPEED technology, G502 X PLUS also achieves up to 130 hours of battery life with RGB off and 37 hours when RGB is set to always on.","computer accessories, computer hardware, gaming accessories, audio, gaming",,"logitech g502 x plus lightspeed wireless optical mouse with lightforce hybrid switches, lightsync rgb, hero 25k gaming sensor, compatible with pc - macos/windows  computer accessories, computer hardware, gaming accessories, audio, gaming"
233,910-006147,"logitech g502 x wired gaming mouse - lightforce hybrid optical-mechanical primary switches, hero 25k gaming sensor, compatible with pc - macos/windows - white",logitech,Compu Jordan,https://compujordan.com/logitech-g502-x-wired-gaming-mouse-lightforce-hybrid-optical-mechanical-primary-switches-hero-25k-gaming-sensor-compatible-with-pc-macos-windows-white,https://compujordan.com/image/cache/catalog/products/ACC/Mouse /Logitech/Logitech G502 X Wired/g502x-corded-gallery-1-white-1200x1200.jpg,59.0,59.0,"The Logitech G502 is a well-known gaming mouse that has been produced in several versions, such as the G502 Hero, G502 Proteus Spectrum, and G502 Lightspeed. These mice are praised for their customization, featuring programmable buttons, adjustable weights, and high-quality sensors.
Some features common to these versions include:
G502 X is the latest addition to legendary G502 lineage. Redesigned and reinvented with the most innovative gaming technologies, including our first-ever hybrid optical-mechanical LIGHTFORCE switches. Now, incredible speed and reliability, as well as precise actuation, are one.
HYBRID OPTICAL X MECHANICAL
SUB-MICRON PRECISION
89 Grams
Breakthrough hybrid optical-mechanical switches achieve higher levels of speed and reliability through optical actuation. While mechanical actuation maintains the crisp, tactile feedback that players demand.
Our most advanced gaming sensor achieves sub-micron accuracy with zero smoothing, filtering and acceleration. With superior tracking and smart energy consumption, HERO 25K delivers unrivaled performance, power efficiency and precision.
We redesigned the DPI-Shift button so you can choose the right configuration for your grip and style. Remove and reverse to bring it closer to your thumb, or replace it with the included blank cover.
Please login or register to review","computer accessories, computer hardware, gaming accessories, audio, gaming",,"logitech g502 x wired gaming mouse - lightforce hybrid optical-mechanical primary switches, hero 25k gaming sensor, compatible with pc - macos/windows - white  computer accessories, computer hardware, gaming accessories, audio, gaming"
234,Tic-Top-1,tic top wall mounted drop down table,tictop,Compu Jordan,https://compujordan.com/tic-top-wall-mounted-drop-down-table,https://compujordan.com/image/cache/catalog/products/ACC/Table/tic top/122c1fa2-d38a-4f10-b97a-994f596344ff-1200x1200.jpg,35.0,35.0,,"computer accessories, computer hardware, gaming accessories, audio, gaming",,"tic top wall mounted drop down table  computer accessories, computer hardware, gaming accessories, audio, gaming"
235,RZ04-03760300-R3M1,razer opus x wireless anc headset - quartz,razer,Compu Jordan,https://compujordan.com/razer-opus-x-wireless-anc-headset-quartz,https://compujordan.com/image/cache/catalog/products/ACC/AUDIO/Razer/Opus X Quartz/Razer_opus_x_quartz_1-1200x1200.jpg,99.0,99.0,,"computer accessories, computer hardware, gaming accessories, audio, gaming",,"razer opus x wireless anc headset - quartz  computer accessories, computer hardware, gaming accessories, audio, gaming"
236,RZ01-03590100-R3M1,razer naga x gaming mouse wired rh,razer,Compu Jordan,https://compujordan.com/razer-naga-x-gaming-mouse-wired-rh,https://compujordan.com/image/cache/catalog/products/rampage/mouse/Razer/Naga X/Razer_Naga_x_1-1200x1200.jpg,65.0,69.0,"Whether you’re a tank, healer or DPS, always be ready to raid with the Razer Naga X—an ergonomic MMO gaming mouse with 16 programmable buttons. Made lighter and armed with other best-in-slot features, it’s time you got geared up to top the logs.
Have a greater arsenal of commands at your fingertips by mapping out essential hotkeys or macros via Razer Synapse 3, and utilize its advanced feature—Razer™ HyperShift—to double your inputs with a secondary button profile that can be toggled at the press of a key.
Outperform your party and master your rotations with these recommended button configurations.
World of Warcraft
Final Fantasy XIV
1) Left mouse click2) Right mouse click3) Autorun4) Zoom in5) Zoom out6) DPI increase
1) Action button 12) Action button 23) Action button 34) Action button 45) Action button 56) Action button 67) Action button 78) Action button 89) Action button 910) Assign Skull to target11) Assign Cross to target12) Assign Square to target
Weighing 30% less than the Razer Naga Trinity, the Razer Naga X’s lighter, ergonomic form makes every swipe feel effortless. Recommended for gamers with medium to large hand sizes, this MMO gaming mouse is best suited for those who favor palm or claw grip styles.
Improved with greater tactile feedback, every click now feels and sounds more satisfying—actuating via an infrared light beam for an industry-leading response time of 0.2ms. Because this form of actuation no longer requires traditional physical contact, it removes the need for debounce delay and never triggers unintended clicks, giving you closer control and flawless execution.
Engineered with 99.4% tracking accuracy, the sensor in this MMO gaming mouse also allows for an advanced level of precision as it can be calibrated via Razer Synapse by setting a preset or custom mouse surface profile.
Enjoy slick mouse movement across any surface with mouse feet made from the purest, highest grade of PTFE.
Woven for greater flexibility and designed to produce minimal drag, you’ll be able to perform quicker, smoother swipes for tighter mouse control.","computer accessories, computer hardware, gaming accessories, audio, gaming",,"razer naga x gaming mouse wired rh  computer accessories, computer hardware, gaming accessories, audio, gaming"
237,RC21-01560100-R3M1,razer mouse bungee v3,razer,Compu Jordan,https://compujordan.com/razer-mouse-bungee-v3,https://compujordan.com/image/cache/catalog/products/rampage/Bungee/Razer/Bungee v3/Razer_bungee_v3_1-1200x1200.jpg,15.0,18.0,"Eliminate cable drag and enjoy smooth, uninterrupted mouse movements with the Razer Mouse Bungee V3.
The cable catch on the Razer Mouse Bungee V3 is rubber coated and made to fit most rubber, braided, and paracord mouse cables. The spring arm allows for unhindered mouse movement by keeping the cable elevated from your mouse surface.
The Razer Mouse Bungee V3 has a weighted, rubber-grip base to ensure it stays in place and upright during intense, hectic gameplay.","computer accessories, computer hardware, gaming accessories, audio, gaming",,"razer mouse bungee v3  computer accessories, computer hardware, gaming accessories, audio, gaming"
238,RZ04-03980100-R3M1,razer kaira wireless headset for playstation,razer,Compu Jordan,https://compujordan.com/razer-kaira-wireless-headset-for-playstation,https://compujordan.com/image/cache/catalog/products/rampage/headset/Razer/Kaira for playstation/Razer_Kaira_ps5_headset_1-1200x1200.jpg,89.0,95.0,"Whether you’re on console or mobile, rule both realms with the Razer Kaira for PlayStation—a dual wireless PS5 headset powered by Razer™ SmartSwitch. Capable of connecting to a 2.4 GHz and Bluetooth device at once, enjoy unrivalled convenience as you switch seamlessly between them.
The Razer Kaira features cutting-edge drivers that can tune highs, mids, and lows separately - producing brighter, clearer sound with richer trebles and more powerful bass.
The bendable mic has been fine-tuned to suppress background noise from the back and sides for greater voice isolation, ensuring you’ll always be heard loud and clear.
While using the Kaira with the included USB-C dongle, calls from a connected Bluetooth device will automatically come through the headset so you can conveniently take the call then switch back to the game audio without ever removing the Kaira.Do Not Disturb Mode can be toggled on in the Razer Audio app if you want to block incoming calls from coming through, while a dedicated button on the headset allows you to manually switch between HyperSpeed Wireless and Bluetooth audio sources.
Maximize your Kaira with the Razer Audio app. Check battery status, customize the EQ, toggle Do Not Disturb, and more with continuous improvements via over-the-air firmware updates.","computer accessories, computer hardware, gaming accessories, audio, gaming",,"razer kaira wireless headset for playstation  computer accessories, computer hardware, gaming accessories, audio, gaming"
239,RZ03-03541800-R3M1,razer blackwidow v3 keyboard mech(greenswitch)-us-qtz,razer,Compu Jordan,https://compujordan.com/razer-blackwidow-v3-keyboard-mech-greenswitch-us-qtz,https://compujordan.com/image/cache/catalog/products/rampage/keyboard/Razer/Blackwidow v3 (green) quartz/Razer_Blackwidow_v3__greenswch_quartz_1-1200x1200.jpg,110.0,115.0,"Razer BlackWidow V3, the name that certainly launched it all has its dominance. It is also the game-changer in a gaming experience, armed with new, improved features including our special switches.
BLACK  |  QUARTZ  |  HALO INFINITE
The Razer BlackWidow V3 is available in two variants:
A Hear you can feel, with satisfying feedback without delay in every keystroke you make. A clicky, tactile design offers more optimized actuation and reset points for incredible precision and performance while gaming.
These linear, silent switches Surprisingly deliver extremely smooth keystrokes with no tactile bump. The sound dampeners additionally reduce its already low sound profile.
Its straightforward design provides more brilliant RGB lighting to display the true magnificence of Razer Chroma RGB when clicking. Allowing deep lighting customizations for greater immersion as it dynamically responds while playing over 150 integrated games.
Using a double-shot molding process obviously ensures that the labeling never wears off. The keycaps also have extra-thick walls which make them endure extreme conditions and withstand extended repeated use.
The Razer BlackWidow V3 has a top frame that is tanky enough to take long hours of intense, regular use.
Configure them to pause, play, and skip as well as brightness to volume, the ultimate ease while enjoying your entertainment.
The sturdy wrist support perfectly aligns to the keyboard to relieve pressure on your wrists, so you feel less fatigued when gaming over long periods.
This mechanical gaming keyboard is designed with grooves that allow you to neatly tuck in its cable and feed it out in any direction, so you can keep your desktop clear of clutter and mess.","computer accessories, computer hardware, gaming accessories, audio, gaming",,"razer blackwidow v3 keyboard mech(greenswitch)-us-qtz  computer accessories, computer hardware, gaming accessories, audio, gaming"
240,RZ04-03970200-R3M1,razer kaira x for playstation wired headset - white,razer,Compu Jordan,https://compujordan.com/razer-kaira-x-for-playstation-wired-headset-white,https://compujordan.com/image/cache/catalog/products/rampage/headset/Razer/Kaira X For Playstation/Razer_Kaira_X_For_Playstation_white_1-1200x1200.jpg,49.0,49.0,"The Razer Kaira X has cutting-edge drivers that can adjust highs, mids, and lows separately. Producing clearer, and more crisp sound with richer trebles and powerful bass.
Its smooth weave minimizes the build-up of sweat and heat. while the ultra-soft foam with improved density remarkably reduces the headset’s clamping force to get snug support during gaming sessions.
The bendable mic with improved housing and pickup, for incredible voice capture that suppresses noise from the back and sides. With the help of mic monitoring and game/chat balance to optimize levels as you want.
On the left earcup, to allow you toggle the Razer HyperClear Cardioid Mic easily on and off.
Besides its primary use on PlayStation 5, the Razer Kaira X headset’s 3.5mm jack allows you to use it with other popular platforms. So you can enjoy exceptional gaming audio across different setups.","computer accessories, computer hardware, gaming accessories, audio, gaming",,"razer kaira x for playstation wired headset - white  computer accessories, computer hardware, gaming accessories, audio, gaming"
241,RZ02-03330500-R3M1,razer gigantus v2 3xl gaming mat,razer,Compu Jordan,https://compujordan.com/razer-gigantus-v2-3xl-gaming-mat,https://compujordan.com/image/cache/catalog/products/rampage/mouse pad/Razer/Gigantus V2 3XL/Razer_Gigantus_V2_3xL_1-1200x1200.jpg,45.0,45.0,"Razer Gigantus V2 3XL, At 4mm thick, the mats remain uniformly flat even over imperfect surfaces
Optimized across all mouse sensors for pixel-precise accuracy and complete tracking responsiveness","computer accessories, computer hardware, gaming accessories, audio, gaming",,"razer gigantus v2 3xl gaming mat  computer accessories, computer hardware, gaming accessories, audio, gaming"
242,RZ02-02500316-R3M1,razer goliathus extended chroma gmg mat - qtz,razer,Compu Jordan,https://compujordan.com/razer-goliathus-extended-chroma-gmg-mat-qtz,https://compujordan.com/image/cache/catalog/products/rampage/mouse pad/Razer/Razer Goliathus Extended Quartz/Razer_Goliathus_Chroma_extended_quartz_1-1200x1200.jpg,59.0,59.0,"Our bestselling smooth Razer Goliathus extended Chroma Quartz mouse mat has the power of Razer Chroma. Ready to shine every victory in an amazing spectrum of colors. Watch your game glow with vivid brilliance as you move on the Razer Goliathus Extended Chroma with speed and accuracy.
Complete your setup with the full Quartz lineup for the ultimate gaming experience from the #1 Best-Selling Gaming Peripherals Manufacturer in the US via NPD Group Inc, Jan. 2017 - June 2020","computer accessories, computer hardware, gaming accessories, audio, gaming",,"razer goliathus extended chroma gmg mat - qtz  computer accessories, computer hardware, gaming accessories, audio, gaming"
243,RZ02-02500100-R3M1,razer goliathus chroma gmg mat - mouse pad,razer,Compu Jordan,https://compujordan.com/razer-goliathus-chroma-gmg-mat-mouse-pad,https://compujordan.com/image/cache/catalog/products/rampage/mouse pad/Razer/Razer Goliathus Chroma/Razer_Goliathus_Chroma_standard_1-1200x1200.jpg,30.0,39.0,"Customize each zone in Razer Goliathus Chroma, with over 16.8 million colors and many lighting effects. To experience more incredible immersion as they react with hundreds of Chroma-integrated games.


Sync your surface with your mouse and personalize your tone through 16.8 million colors with Razer Synapse.","computer accessories, computer hardware, gaming accessories, audio, gaming",,"razer goliathus chroma gmg mat - mouse pad  computer accessories, computer hardware, gaming accessories, audio, gaming"
244,RGB 200EX,deepcool rgb 200 ex colour led strip magnetic lighting kit,deepcool,Compu Jordan,https://compujordan.com/deepcool-rgb-200-ex-colour-led-strip-magnetic-lighting-kit,https://compujordan.com/image/cache/catalog/products/rampage/Light strip/Deepcool/RGB 200EX/Deepcool_RGB_200EX_1-1200x1200.jpg,10.0,10.0,,"computer accessories, computer hardware, gaming accessories, audio, gaming",,"deepcool rgb 200 ex colour led strip magnetic lighting kit  computer accessories, computer hardware, gaming accessories, audio, gaming"
245,GH0320,creative gh0320 blaze w/ detachable noise canceling mic & inline remote,creative,Compu Jordan,https://compujordan.com/creative-gh0320-blaze-w-detachable-noise-canceling-mic-inline-remote,https://compujordan.com/image/cache/catalog/products/ACC/AUDIO/Creative/GH0320 Blaze/Creative_GH0320_Blaze_1-1200x1200.jpg,19.0,35.0,"Stay focused on your game with the Creative SB Blaze Gaming Headset. A worthy successor to one of our most popular gaming headsets, this powerful, lightweight piece of gaming gear is the real deal.
Commands, explosions and sniper shots are reproduced through the large, responsive 40mm FullSpectrum™ drivers, giving you total immersion in your game. What's more, the plush velvet earcups and lightweight headband cushion the pressure points on your head, giving you a more comfortable fit. The detachable, noise-cancelling microphone lets you make crisp, clear commands, or flip the mic out for great music on the go.
Tuned to deliver the best gaming audio experience, the Creative SB Blaze's large, responsive 40mm FullSpectrum Neodymium drivers deliver realistic gaming cues all around you. Whether it's vicious crossfire or the ferocious growls of a rampaging ogre, these drivers will fully immerse you into the game.
The Creative SB Blaze features plush velvet padding and a durable, lightweight cushioned headband for comfort and noise-isolation - perfect for your rigorous gameplay.
Clear and specific orders are crucial to victory. The Creative SB Blaze gives you that edge with its detachable noise-cancelling microphone with flexible mic boom, filtering out unwanted speech and background noise.
Adjust your in-game sound level or mute the microphone. Whatever the situation is, you have all the controls you need at your fingertips.","computer accessories, computer hardware, gaming accessories, audio, gaming",,"creative gh0320 blaze w/ detachable noise canceling mic & inline remote  computer accessories, computer hardware, gaming accessories, audio, gaming"
246,MCX01,fantech leviosa mcx01 professional condenser microphone,fantech,Compu Jordan,https://compujordan.com/fantech-leviosa-mcx01-professional-condenser-microphone,https://compujordan.com/image/cache/catalog/products/rampage/Microphone/Fantech/MCX01/fantech_mcx01_1-1200x1200.jpg,29.0,35.0,"                                               Connect with your audience and take your streaming to the next level with FANTECH LEVIOSA MCX01, turn your voice into the ultimate tool as you keep whoever’s listening hanging on your every word.
Fantech MCX01 designed with RGB lights to enchance your streaming experience.
Designed with adjustable tripod. Easy to use and set up, make your video broadcasting even more convenient.
                                                                                                                Using Cardioid polar pattern, to optimize your broadcast                                                                                                               setup and focus on the sounds you want to be heard.","computer accessories, computer hardware, gaming accessories, audio, gaming",,"fantech leviosa mcx01 professional condenser microphone  computer accessories, computer hardware, gaming accessories, audio, gaming"
247,63511,steelseries qck prism cloth 3xl,steelseries,Compu Jordan,https://compujordan.com/steelseries-qck-prism-cloth-3xl,https://compujordan.com/image/cache/catalog/products/rampage/mouse pad/steel/QCK Prism Cloth 3XL/prism cloth 3XL 1-1200x1200.jpg,99.0,99.0,"SteelSeries Engine software unlocks an impressive arsenal of Engine Apps that make customization easy and intuitive. Unleash the full power of dynamic 2-zone RGB backlighting to create complex lighting effects in seconds.
Light up your mouse pad with customizable Discord Chat notifications that indicate new messages, mute status and more.
In-game lighting alerts for when to reload a weapon, health is critically low, or your Ultimate is ready to fire.
Put on a show with the Audio Visualizer Engine App. In seconds have all your SteelSeries devices fist pumping to your favorite music.","computer accessories, computer hardware, gaming accessories, audio, gaming",,"steelseries qck prism cloth 3xl  computer accessories, computer hardware, gaming accessories, audio, gaming"
248,62521,steelseries rival 3 wireless,steelseries,Compu Jordan,https://compujordan.com/steelseries-rival-3-wireless,https://compujordan.com/image/cache/catalog/products/rampage/mouse/Steelseries RIVAL 3 WIRELESS/RIVAL 3 WIRELESS -1-1200x1200.jpg,45.0,45.0,"The Rival 3 Wireless utilizes brand new Quantum 2.0 Dual Wireless technology to provide ultra-low latency wireless with up to 400+ hours, plus two types of wireless connectivity for precision performance and versatility year-round.
All-new Quantum 2.0 Wireless technology transmits wireless data at unreal speeds in a more stable, reliable, and power efficient way than ever before.
Cut the cord with zero compromises using ultra-low latency gaming-grade 2.4 GHz wireless, so your flick shots are flawless and you won't believe you're free of wires.
Taking your mouse on the go is as easy as putting it in your pocket, no dongle required. Simply connect to laptops and other devices via Bluetooth.
Developed exclusively with the world's leading sensor manufacturer, the new TrueMove sensor was developed specifically for precision wireless tracking, so you can aim with previously impossible levels of accuracy.
Perfect for on-the-go, you can conveniently carry the dongle inside the mouse, and optionally decrease the weight by utilizing only 1 battery.
With 6X the standard lifespan, mechanical switches feel consistently crisp and reliable when hitting every shot. From intense gaming to school or work, you'll never have to worry about durability.
The contoured scroll wheel LED displays crucial RGB lighting effects for battery alerts and in-game notifications.
Whether you deploy a finger or claw grip, the ergonomic shape is designed for long and intense gaming session, ensuring less hand fatigue and a confident grip.","computer accessories, computer hardware, gaming accessories, audio, gaming",,"steelseries rival 3 wireless  computer accessories, computer hardware, gaming accessories, audio, gaming"
249,910-005568,logitech g502 lightspeed wireless gaming mouse,logitech,Compu Jordan,https://compujordan.com/g502-lightspeed-wireless-gaming-mouse,https://compujordan.com/image/cache/catalog/products/rampage/mouse/G502 LIGHTSPEED/G502 LIGHTSPEED 1-1200x1200.jpg,110.0,110.0,"G502 LIGHTSPEED was designed to be the ultimate G502 gaming mouse ever made. It keeps the exact same ID and feature set of the original, but is completely re-engineered to incorporate our most recent innovations. The internal structure features the same thin wall design and advanced endoskeleton as the PRO Wireless mouse for a 7-gram weight reduction. And the same industry-leading wireless technologies: LIGHTSPEED, HERO 25K and POWERPLAY.
Next-gen HERO 25K gaming sensor is capable of 400+ IPS tracking speed across the entire 25,600 DPI range and up to 10x the power efficiency compared to previous generations. The result is our highest performance and most responsive gaming sensor to date, which also unlocks weight reduction due to super-efficient battery size and performance ratio.
Play at LIGHTSPEED without limits. Continuously charge your G502 while at rest and at play with the POWERPLAY wireless charging solution. Never worry about battery life again. It just stays charged.
Full-spectrum, fully-customizable LIGHTSYNC RGB intelligently reacts with your gameplay, audio, or screen color. Set all your Logitech G RGB gear to synchronize together. Set lighting across ~16.8M colors to match your room and rig. Create your own personal RGB animations. The choice is yours. Your RGB, and a lot more, is under your control, all via free Logitech G HUB software.","computer accessories, computer hardware, gaming accessories, audio, gaming",,"logitech g502 lightspeed wireless gaming mouse  computer accessories, computer hardware, gaming accessories, audio, gaming"
250,62528,steelseries sensei ten neon rider edition,steelseries,Compu Jordan,https://compujordan.com/steelseries-sensei-ten-neon-rider-edition,https://compujordan.com/image/cache/catalog/products/rampage/mouse/SteelSeries neon rider edition/SteelSeries neon rider edition (3)-1200x1200.jpg,49.0,65.0,"The latest sensor designed by SteelSeries and PixArt is the highest rated SteelSeries sensor, with True 1-to-1 tracking, 18.000 CPI, and 450 inches per second tracking speed.
Experience incredibly accurate tracking with no stability issues, no tracking errors, and no response time delays. Moving a specific distance on a mousepad results in the same exact distance on screen.
Stabilize mouse tracking during abrupt or angled movements. The mouse will avoid sudden tracking in false directions for accurate and reliable performance during angled drops, tilt slams, and quick flicks.
The iconic shape can be used by both left-handed and right-handed players. Never be out of position with a design that allows you to find the perfect grip.
Instead a single spring mechanism, a dual spring mechanism increases durability and performance, ensuring a consistently crisp feel from the first click to the 60 millionth.
State-of-the-art engineering allows for a mouse built with high-grade polymer that can withstand intense wear and tear, while maintaining a lightweight 92g form factor to reduce hand fatigue.","computer accessories, computer hardware, gaming accessories, audio, gaming",,"steelseries sensei ten neon rider edition  computer accessories, computer hardware, gaming accessories, audio, gaming"
251,943-000095,logitech gaming mouse pad g240,logitech,Compu Jordan,https://compujordan.com/logitech-gaming-mouse-pad-g240,https://compujordan.com/image/cache/catalog/products/rampage/mouse pad/Logitech/G240/logitech_g240_1-1200x1200.jpg,13.0,15.0,"Gaming using low-DPI settings benefits from moderate resistance to the mouse feet when starting or stopping a rapid movement. Heat-treated at 200° C, the cloth surface of G240 provides just the right amount of friction for low-DPI maneuvers.
Heavy patterns and designs can interfere with sensor performance. G240 features a clean, consistent surface texture. This gives sensors better imagery for translating mouse movement into cursor movement, an improvement over inconsistent or dirty table and desk surfaces.
G240 can give gamers access to enhanced sensor accuracy and precision. G240 uses a surface texture comparable to the optimal testing environment for Logitech G mice.
The rubber base firmly bonded to the cloth helps keep the flexible surface in place to prevent the cloth from bunching up in front of the mouse and interfering with smooth mouse movement.
At just 0.04 in (1 mm) thick, G240 maintains a low profile. The soft fabric improves comfort as the wrist moves back and forth across the mouse pad’s edge.
With a flexible cloth construction, G240 rolls up for easy transport and lies flat when you’re ready to play. Protect the mouse pad when you take it to LAN events using the durable hexagonal packaging.","computer accessories, computer hardware, gaming accessories, audio, gaming",,"logitech gaming mouse pad g240  computer accessories, computer hardware, gaming accessories, audio, gaming"
252,63391,steelseries qck prism - 2 surfaces,steelseries,Compu Jordan,https://compujordan.com/steelseries-qck-prism-2-surfaces,https://compujordan.com/image/cache/catalog/products/rampage/mouse pad/steel/QCK Prism - 2 surfaces/qck_prism_2surface_1-1200x1200.jpg,65.0,65.0,-,"computer accessories, computer hardware, gaming accessories, audio, gaming",,"steelseries qck prism - 2 surfaces  computer accessories, computer hardware, gaming accessories, audio, gaming"
253,62513,steelseries rival 3 gaming mouse,steelseries,Compu Jordan,https://compujordan.com/steelseries-rival-3-gaming-mouse,https://compujordan.com/image/cache/catalog/products/rampage/mouse/Steelseries/Rival 3/rival_3_1-1200x1200.jpg,29.0,29.0,"State-of-the-art engineering and high-grade polymer can withstand intense wear and tear in a lightweight 77g form factor, reducing hand fatigue.
In addition to a split trigger left/right button design, a dual spring mechanism increases durability and ensures a consistently crisp feel from the first click to the last.
Designed by PixArt and SteelSeries for precise performance with true 1 to 1 tracking, so the exact motions of the mouse are perfectly replicated on the screen.
Whether you deploy a finger or claw grip you’ll always have the right feel and mobility you desire for long and intense gaming sessions.
Redesigned lighting provides 3 zones of 16.8 million beautifully crisp colours that can synchronise with other SteelSeries products and react to actions or in-game events.
On-board memory allows you to save polling rate, keybinds, and up to 5 CPIs directly on the mouse for any game you play.","computer accessories, computer hardware, gaming accessories, audio, gaming",,"steelseries rival 3 gaming mouse  computer accessories, computer hardware, gaming accessories, audio, gaming"
254,61486,steelseries arctis pro black,steelseries,Compu Jordan,https://compujordan.com/steelseries-arctis-pro-black,https://compujordan.com/image/cache/catalog/products/rampage/Audio/SteelSeries Arctis Pro Black/SteelSeries Arctis Pro Black-1200x1200.png,165.0,165.0,,"computer accessories, computer hardware, gaming accessories, audio, gaming",,"steelseries arctis pro black  computer accessories, computer hardware, gaming accessories, audio, gaming"
255,63807,steelseries qck+ pubg edition,steelseries,Compu Jordan,https://compujordan.com/steelseries-qck-pubg-edition,https://compujordan.com/image/cache/catalog/products/rampage/mouse pad/steel/Steelseries QCK+ PUBG EDITION/qck+pubg_1-1200x1200.jpg,15.0,18.0,"The high thread count and surface variation optimize tracking accuracy for both optical and laser sensors with minimal friction.
Like many SteelSeries mousepads, the QcK+ has a non-slip rubber base, so it won't slide around during gameplay.
The QcK+ Composed of high quality cloth and a rubber base this supersized mousepad is especially ideal for people using a low sensitivity or high resolution.","computer accessories, computer hardware, gaming accessories, audio, gaming",,"steelseries qck+ pubg edition  computer accessories, computer hardware, gaming accessories, audio, gaming"
256,MT-HP030,meetion hp-030 - gaming headset,meetion,Compu Jordan,https://compujordan.com/meetion-hp-030-gaming-headset,https://compujordan.com/image/cache/catalog/products/rampage/headset/41Bsi6YwpmL._SX466_-1200x1200.jpg,19.0,19.0,No Description,"computer accessories, computer hardware, gaming accessories, audio, gaming",,"meetion hp-030 - gaming headset  computer accessories, computer hardware, gaming accessories, audio, gaming"
257,MT-M915,meetion mt-m915- gaming mouse,meetion,Compu Jordan,https://compujordan.com/meetion-mt-m915-gaming-mouse,https://compujordan.com/image/cache/catalog/products/rampage/mouse/MT-M915 GAMING MOUSE-1200x1200.png,6.0,10.0,-,"computer accessories, computer hardware, gaming accessories, audio, gaming",,"meetion mt-m915- gaming mouse  computer accessories, computer hardware, gaming accessories, audio, gaming"
258,GM22,meetion gm22 - gaming mouse,meetion,Compu Jordan,https://compujordan.com/meetion-gm22-gaming-mouse,https://compujordan.com/image/cache/catalog/products/rampage/mouse/MeeTion-MT-GM22-Dazzling-RGB-Ergonomic-Gaming-Mouse-1-1200x1200.png,11.0,19.0,No Description,"computer accessories, computer hardware, gaming accessories, audio, gaming",,"meetion gm22 - gaming mouse  computer accessories, computer hardware, gaming accessories, audio, gaming"
259,GM21 ,meetion gm21 - gaming mouse,meetion,Compu Jordan,https://compujordan.com/meetion-gm21-gaming-mouse,https://compujordan.com/image/cache/catalog/products/rampage/mouse/B0909929794-1200x1200.jpg,7.0,15.0,No Description,"computer accessories, computer hardware, gaming accessories, audio, gaming",,"meetion gm21 - gaming mouse  computer accessories, computer hardware, gaming accessories, audio, gaming"
260,GM30,meetion gm30 - gaming mouse,meetion,Compu Jordan,https://compujordan.com/meetion-gm30-gaming-mouse,https://compujordan.com/image/cache/catalog/products/rampage/mouse/MeeTion-MT-GM30-4800-DPI-Optical-Gaming-Mouse-1-1200x1200.png,14.0,19.0,No Description,"computer accessories, computer hardware, gaming accessories, audio, gaming",,"meetion gm30 - gaming mouse  computer accessories, computer hardware, gaming accessories, audio, gaming"
261,MT-GM80,meetion gm80- gaming mouse,meetion,Compu Jordan,https://compujordan.com/meetion-gm80-gaming-mouse,https://compujordan.com/image/cache/catalog/products/rampage/mouse/N21757569A_1-1200x1200.jpg,15.0,29.0,No Description,"computer accessories, computer hardware, gaming accessories, audio, gaming",,"meetion gm80- gaming mouse  computer accessories, computer hardware, gaming accessories, audio, gaming"
262,MT-GM20,meetion mt-gm20- gaming mouse,meetion,Compu Jordan,https://compujordan.com/meetion-mt-gm20-gaming-mouse,https://compujordan.com/image/cache/catalog/products/rampage/mouse/GM20 GAMING MOUSE-1200x1200.jpg,9.0,15.0,No Description,"computer accessories, computer hardware, gaming accessories, audio, gaming",,"meetion mt-gm20- gaming mouse  computer accessories, computer hardware, gaming accessories, audio, gaming"
