,link,product_name,product_description,currency,price,sale,whatsapp_number
38,https://citycenter.jo/asus-rog-strix-geforce-rtx-4080-super-oc-edition-16gb-gddr6x-256-bit-memory-graphics-card?search=%20&page=227,Asus ROG Strix GeForce RTX 4080 SUPER OC Edition 16GB GDDR6X 256-Bit Memory Graphics Card,"Powered by NVIDIA DLSS3, ultra-efficient Ada Lovelace arch, and full ray tracing4th Generation Tensor Cores: Up to 4x performance with DLSS 3 vs. brute-force rendering3rd Generation RT Cores: Up to 2X ray tracing performanceOC mode: 2670 MHz (OC mode)/ 2640 MHz (Default mode)Axial-tech fans scaled up for 23% more airflowNew patented vapor chamber with milled heatspreader for lower GPU temps3.5-slot design: massive fin array optimized for airflow from the three Axial-tech fansDiecast shroud, frame, and backplate add rigidity and are vented to further maximize airflow and heat dissipationDigital power control with high-current power stages and 15K capacitors to fuel maximum performanceAuto-Extreme precision automated manufacturing for higher reliabilityGPU Tweak III software provides intuitive performance tweaking, thermal controls, and system monitoring",JOD,"1,299.00","1,199.00",+962796802525
39,https://citycenter.jo/aruba-instant-on-1930-24-port-poe-managed-switch-with-4x-sfp-128-gb-s-switching-capacity-370w-power-budget-white?search=%20&page=214,Aruba Instant On 1930 24-Port PoE+ Managed Switch with 4x SFP+ 128 Gb/s Switching Capacity 370W Power Budget- White,"['', '24 x Gigabit Ethernet PoE+ Ports', '4 x 10Gb SFP+ Slots', '128 Gb/s Switching Capacity', '95.23 Mpps Forwarding Rate', '800 MHz ARM Cortex-A9 CPU', 'Rackmount Design', '370W Power Budget', 'Supports Mobile App & Cloud Management']",JOD,399.00,,+962796802525
40,https://citycenter.jo/msi-geforce-rtx-4070-ti-gaming-x-slim-12-gb-gddr6x-tri-frozr-3-3x-torx-fan-5-0-gaming-silent-mode-rgb?search=%20&page=400,MSI GeForce RTX 4070 Ti GAMING X SLIM 12 GB GDDR6X TRI FROZR 3 3x TORX Fan 5.0 Gaming & Silent Mode RGB,"· TORX Fan 5.0: Fan blades linked by ring arcs and a fan cowl work together to stabilize and maintain high-pressure airflow· Copper Baseplate: Heat from the GPU and memory modules is captured by a copper baseplate and then rapidly transferred to Core Pipes· Core Pipe: A section of square-shape heat pipes make maximum contact over the GPU, then spread the heat to the heatsink· Airflow Control: Don’t sweat it, Airflow Control guides the air to exactly where it needs to be for maximum cooling· Take full control with the most recognized and widely used graphics card overclocking software in the world",JOD,759.00,669.00,+962796802525
41,https://citycenter.jo/lenovo-thinkpad-t16-gen-2-new-amd-ryzen-7-pro-7gen-8-core-amd-ryzen-ai-w-ddr5-memory-touch-screen-thunder-black?search=%20&page=364,Lenovo ThinkPad T16 Gen 2 NEW AMD Ryzen 7 Pro 7Gen 8-Core AMD Ryzen™ AI w/ DDR5 Memory & Touch Screen - Thunder Black,"Lenovo ThinkPad T16 Gen 2 NEW AMD Ryzen 7Gen 7840U Pro up to 5.1GHz 24M Cash 8-Cores , 32GB Soldered LPDDR5x-6400 ,  1TB SSD M.2 2280 PCIe® 4.0x4 NVMe® Opal 2.0 , 16.0"" IPS WUXGA (1920x1200) 300nits Anti-glare 45% NTSC Touch Screen  , AMD Radeon™ 780M Graphic Card ,  Full HD Camera , Wireless , Bluetooth , Finger Print , Backlit English (Arabic Optional) Keyboard . Windows 11 Pro Pre-Installed",JOD,999.00,,+962796802525
42,https://citycenter.jo/infinity-lab-instant-charger-65w-2-usb-powerful-usb-c-and-usb-a-gan-pd-charger-blue?search=%20&page=78,Infinity Lab Instant Charger 65W 2 USB Powerful USB-C and USB-A GaN PD charger - Blue,"['FAST CHARGE USB-C EQUIPPED LAPTOPS: Need a quick boost of power in the middle of your big project? The powerful, high-speed InstantCharger 65W 2 USB lets you fast-charge laptops equipped with USB-C ports, including the MacBook Air.', ""CHARGE YOUR DEVICE IN THE BLINK OF AN EYE: Power Delivery 3.0 ensures fast charging for your devices. We're talking recharged up to 50% in 30 minutes for an iPhone 12, 30 minutes for a Samsung Galaxy S20, or 45 minutes for a MacBook Air (2020). Yes, that fast"", ""LIGHT AND COMPACT: Bulky, heavy chargers be gone. Harnessing the power of GaN (gallium nitride) technology. Perfect for people who don't want to be weighed down."", ""CHARGE TWO DEVICES SIMULTANEOUSLY: The InstantCharger 65W 2 USB is equipped with one USB-A port and one USB-C port. So even if there's only one power outlet available, you don't need to fret about which device gets charged first."", ""SMART POWER DISTRIBUTION: You want efficiency? You want optimal charging speeds? The InstantCharger 65W 2 USB delivers. It's smart enough to know how to allocate power, depending on which devices are plugged in.""]",JOD,15.00,,+962796802525
43,https://citycenter.jo/synology-12tb-hat3310-plus-series-sata-iii-3-5-internal-nas-hdd?search=%20&page=155,"Synology 12TB HAT3310 Plus Series SATA III 3.5"" Internal NAS HDD","['Reliable Always-On Operation - Backed by 1.2 million hours MTBF and 180 TB/year workload rating', 'Tested for Maximum Reliability - Stringent validation and up to 500,000 hours of testing ensure reliability in Synology systems', 'Seamless Firmware Updates - Firmware updates can be performed directly in Synology DSM', 'Reliable Recording Technology - Conventional magnetic recording (CMR) technology offers consistent performance']",JOD,279.00,,+962796802525
44,https://citycenter.jo/lenovo-500-bluetooth-in-ear-headphones-integrated-microphone-dual-device-pairing-10-hours-playback?search=%20&page=344,Lenovo 500 Bluetooth in-Ear Headphones Integrated Microphone Dual-Device Pairing 10 Hours Playback,"Keep the good times rolling with the Lenovo 500 Bluetooth® in-ear headphones. The powerful in-ear speakers deliver a rich audio experience, while the in-line microphone allows you to connect with the people you love, anytime you want. And do it all without the hassle of ill-fitting earbuds or cables that limit your expression. Ergonomic form-fit earpieces make these wireless headphones comfortable to wear, while the neutral aesthetic keeps you looking sleek and stylish. With an impressively durable rechargeable battery that sports 10 hours of playback and 100 hours of standby, the music keeps playing and the good times never end.",JOD,45.00,35.00,+962796802525
45,https://citycenter.jo/logitech-signature-m650-large-2-year-battery-silent-wireless-bluetooth-multi-device-compatibility?search=%20&page=106,Logitech Signature M650 L Large 2 Year Battery Silent Wireless & Bluetooth Multi-Device Compatibility (( Left Hand )),[],JOD,35.00,30.00,+962796802525
46,https://citycenter.jo/lenovo-thinkpad-professional-backpack-up-to-15-6?search=%20&page=363,"Lenovo ThinkPad Professional Backpack Up To 15.6""","The Professional line of carrying cases offers durability and current style. These newly designed cases complement the look and feel of ThinkPad notebooks on the outside, and deliver clever durability and convenience on the inside. The Professional Carry",JOD,60.00,,+962796802525
47,https://citycenter.jo/arozzi-primo-premium-100-full-italian-leather-improved-foam-aluminum-base-built-in-lumbar-support-chair?search=%20&page=212,Arozzi Primo PREMIUM 100% Full Italian Leather Improved Foam Aluminum Base & Built in Lumbar Support Chair (( Open Box )),Full Leather Material​Soft neck pillow made out of velour​Built in adjustable lumbar support systemAdjustable height gas spring that supports up to 145kg/ 320 lbsLarge and spacious seat and backrestSturdy metal frame and aluminium wheel basePro locking tilt mechanism & 4D armrestsLarge premium casters,JOD,449.00,349.00,+962796802525
48,https://citycenter.jo/razer-kraken-v4-wireless-bluetooth-usb-super-wideband-mic-40mm-drivers-9-zone-rgb-lighting-for-pc-mac-ps5-nintendo-switch-steam-deck-smartphone-black?search=%20&page=140,"Razer Kraken V4 Wireless & Bluetooth & USB Super Wideband Mic 40mm Drivers 9 Zone RGB Lighting For PC, Mac, PS5, Nintendo Switch, Steam Deck, Smartphone - Black","['3 MODES OF CONNECTIVITY — From PC to console to phone, enjoy full audio immersion with ultra-fast 2.4 GHz wireless, Bluetooth, or stay plugged in for non-stop gaming via USB wired connection', 'RETRACTABLE HYPERCLEAR SUPER WIDEBAND MIC — This next-gen retractable microphone covers a wider frequency of sound and captures an incredible amount of voice detail so that everything said sounds clear, rich, and natural', 'TRIFORCE TITANIUM 40 MM DRIVERS — Razer patented 3-part driver design pushes out exceptional highs, mids, and lows that don’t muddy, providing a more dynamic listening experience for deeper immersion', 'THX SPATIAL AUDIO — With our advanced 7.1 surround sound, enjoy true-to-life acoustics that optimize the game’s sound design and hear everything as if you were right in the middle of it all', 'QUICK GAME/CHAT MIX & VOLUME BALANCE — Easily switch between adjusting overall volume or game/chat mix and get the right balance of game audio and voice comms even in the chaos of battle', '9-ZONE EARCUP CHROMA RGB LIGHTING — With access to 16.8 million colors and a suite of lighting effects, apply preferred settings and watch it work seamlessly with over 300 games and 500 devices across more than 50 partners']",JOD,149.00,,+962796802525
49,https://citycenter.jo/huawei-freebuds-se-2-up-to-40-hour-battery-life-compact-and-comfortable-to-grip-3-hours-of-music-playback-on-a-10-minute-charge-ip54-dust-splash-resistance-for-android-ios-blue?search=%20&page=317,"HUAWEI FreeBuds SE 2, up to 40-Hour Battery Life, Compact and Comfortable to Grip, 3 Hours of Music Playback on a 10-Minute Charge, IP54 Dust & Splash Resistance For Android & iOS - Blue","['40-HOUR BATTERY LIFE. Once fully charged, the Bluetooth earbuds will sustain up to 9 hours of listening, and when charged multiple times with the case, they can support up to 40 hours of listening', 'COMPACT AND COMFORTABLE TO GRIP. Each earbud weighs as little as 3.8 g, and is designed to create a snug fit, thanks to +300,000 ear canal samples and ergonomic simulation-based analysis.', '3 HOURS OF MUSIC PLAYBACK ON A 10-MINUTE CHARGE. Charge the earphones for 10 minutes before your commutes, and enjoy your favorite music for 3 hours.', 'ROBUST BLUETOOTH 5.3 CONNECTIONS: Robust Bluetooth 5.3 connections keep sound and image in sync, for immersive viewing and gaming. Enjoy clear calls and excellent music sound']",JOD,25.00,,+962796802525
50,https://citycenter.jo/lg-electronics-8x-usb-2-0-slim-portable-dvd-rewriter-external-drive-with-m-disc-support-black?search=%20&page=374,"LG Electronics 8X USB 2.0 Slim Portable DVD Rewriter External Drive with M-DISC Support, Black",[],JOD,29.00,,+962796802525
51,https://citycenter.jo/asus-tuf-gaming-750w-80-bronze-axial-tech-fan-0db-technology-psu?search=%20&page=232,ASUS TUF Gaming 750W 80+ Bronze Axial-tech Fan 0dB Technology PSU,Military-grade Certification: All critical capacitors and chokes pass demanding tests to achieve Military-grade CertificationAxial-tech fan design features a smaller fan hub that facilitates longer blades and a barrier ring that increases downward air pressure.Dual ball fan bearings can last up to twice as long as sleeve bearing designs.0dB Technology lets you enjoy light gaming in relative silence.An 80 Plus Bronze Certification is earned with high-quality components that pass rigorous testing.80cm 8-pin CPU connector (EPS 12V),JOD,95.00,,+962796802525
52,https://citycenter.jo/samsung-odyssey-oled-g8-32-g80sd-4k-uhd-smart-240hz-0-03ms-hdr10-g-sync-compatible-glare-free-display-gaming-hub-sleek-metal-design-black?search=%20&page=148,"SAMSUNG Odyssey OLED G8 32"" (G80SD) 4K UHD Smart 240Hz 0.03ms HDR10 G-Sync Compatible Glare-Free Display Gaming Hub Sleek Metal Design - Black","['EXPERIENCE A BRIGHTER WORLD: Content springs to life in 4K OLED; Brilliant imagery shines with 250 nits (typ) of brightness and a wider spectrum of colors, shades & contrasts; The NQ8 AI Gen3 Processor also upscales lower resolutions to nearly 4K', 'OUTMANEUVER OPPONENTS w/ SUPREME SPEED: Dodge, counter & engage faster with OLED technology, offering a near-instant 0.03ms response time (GtG); Stay ahead with HDMI 2.1 & DisplayPort connections & a 240Hz refresh rate in UHD resolution¹', 'DYNAMIC COOLING SYSTEM: For the 1st time ever, a Pulsating Heat Pipe was introduced into the monitor to prevent burn-in; The Dynamic Cooling System evaporates & condenses a coolant to diffuse heat 5x better than the older graphite sheet method²', 'THERMAL MODULATION SYSTEM: Algorithms predict surface temperature and automatically control brightness to reduce heat accordingly³', 'LOGO & TASKBAR DETECTION: The brightness on static images, like logos and taskbars, is automatically reduced to prevent burn-in⁴', 'SCREEN SAVER: The screen dims itself after 10 minutes of inactivity, and comes back to regular brightness with any input²', ""IMPROVED FOCUS, NO DISTRACTIONS: Glare Free technology significantly reduces glare from external light sources, so the OLED screen's perfect black and color experience are presented without distractions""]",JOD,999.00,,+962796802525
53,https://citycenter.jo/product/search?search=%20&page=214,,,,,,
54,https://citycenter.jo/western-digital-16tb-wd-gold-enterprise-class-hdd-7200-rpm-class-512-mb-cache-3-5?search=%20&page=471,"Western Digital 16TB WD Gold Enterprise Class HDD 7200 RPM Class 512 MB Cache 3.5""","['16TB Storage Capacity performance with enhanced caching, making it perfect for cloud data center and massive scale-out data center applications.', 'With up to 2.5M hours MTBF, WD Gold hard drives deliver enhanced levels of dependability and durability.', 'Specifically designed for use in enterprise-class data centers and storage systems, the WD Gold SATA HDD delivers the world-class performance you expect from Western Digital hard drives.', 'Delivering excellent service to any storage environment, WD Gold hard drives are designed to handle workloads up to 550TB2 per year – among the highest of any 3.5-inch hard drive.']",JOD,369.00,,+962796802525
55,https://citycenter.jo/amazon-echo-pop-gen-1-built-in-alexa-smart-wi-fi-bluetooth-speaker-balanced-bass-voice-control-loud-sound-glacier-white?search=%20&page=189,Amazon Echo Pop Gen 1 Built-in Alexa Smart Wi-Fi & Bluetooth Speaker Balanced Bass Voice Control Loud Sound - Glacier White,"['Stylish design that blends into any decor.', 'Available in 4 exciting colors (Black, White, Green, Purple).', 'Play hands-free music from Amazon Music, Spotify, Jio Saavn, Apple Music. Just ask Alexa (some apps may require subscription).', 'Voice control smart lights, ACs, TVs, geysers. Extend the experience to non-smart appliances using smart plugs (to be purchased separately).', 'Ask Alexa to play nursery rhymes, set alarms, reminders and much more.', 'Use as a standalone speaker or pair your phone to use as a Bluetooth speaker.', 'Built with multiple layers of privacy controls, including a mic off button.']",JOD,35.00,,+962796802525
56,https://citycenter.jo/hyperx-pulsefire-fuse-wireless-bluetooth-lightweight-75g-long-battery-life-up-to-850-hours-up-to-12k-dpi-led-rgb-lighting-2-support-pc-ps5-xbox-series-x-s-black?search=%20&page=77,"Hyperx Pulsefire Fuse Wireless & Bluetooth Lightweight 75G Long Battery Life Up to 850 hours up to 12k Dpi LED RGB Lighting 2 Support PC, PS5™, Xbox Series X|S , Black","Designed for Comfort, Built for ControlLightweight 75g Build for Enhanced MobilityUp to 85 Hours1 of Play with One AAA BatteryCustomizable DPI up to 12kDual Wireless ConnectivityCustomizable with NGENUITYLED RGB lighting22.4GHz Wireless / Bluetooth® 5.1",JOD,35.00,,+962796802525
57,https://citycenter.jo/pny-nvidia-quadro-t1000-4-gb-gddr6-graphics-card-w-4-mini-displayports-lp-single-slot?search=%20&page=411,PNY Nvidia Quadro T1000 4 GB GDDR6 Graphics Card w/ 4 MINI DisplayPorts LP Single Slot,[],JOD,299.00,,+962796802525
58,https://citycenter.jo/lenovo-thinkpad-l13-yoga-gen-4-13gen-intel-core-i7-10-core-business-class-2-in-1-touch-screen-thunder-black?search=%20&page=362,Lenovo ThinkPad L13 YOGA Gen 4 13Gen Intel Core i7 10-Core Business Class 2-in-1 Touch Screen - Thunder Black,"Lenovo ThinkPad L13 YOGA GEN 4 13Gen Intel Core i7 up to 5.0GHZ 10-Core 12MB Cashe , 16GB Soldered LPDDR5-4800 ,  1TB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0 , 13.3"" WUXGA (1920x1200) IPS 300nits Anti-reflection / Anti-smudge 100% sRGB Touch Screen , Intel Iris Xe Graphic Card ,  Camera , Wireless , Bluetooth , Backlit Arabic/English Keyboard , Windows 11 Pro , 1 Year Warranty",JOD,"1,199.00",,+962796802525
59,https://citycenter.jo/asus-mb169b-ips-15-6-portable-usb-monitor-fhd?search=%20&page=218,"ASUS MB169B+ 15.6"" IPS Full HD USB-powered Ultra-slim Smart Case Portable USB Monitor",[],JOD,189.00,99.00,+962796802525
60,https://citycenter.jo/asus-proart-pa278cfrv-professional-27-ips-qhd-2k-100hz-hdr400-95-dci-p3-luxpixel-aglr-color-accuracy-e-2-calman-verified-w-adjustable-stand-usb-c-pd-96w?search=%20&page=222,ASUS ProArt PA278CFRV Professional 27” IPS QHD 2K 100Hz HDR400 95% DCI-P3 LuxPixel AGLR Color Accuracy ΔE < 2 Calman Verified w/ Adjustable Stand & USB-C PD 96W,"27-inch QHD (2560 x 1440) LuxPixel™ AGLR display with IPS 178° wide viewing angle panelInternational color standard 95% DCI-P3 and 100% sRGB wide color gamutCalman Verified with factory calibrated for excellent Delta E < 2 color accuracyExtensive connectivity including DP over USB-C™ with 96W Power Delivery, DisplayPort (MST), HDMI and USB hub100Hz variable refresh rate (VRR), providing creators smooth fast-rendering and comfortable viewing experienceBuilt-in Ambient Light Sensor synchronizes display brightness with environment light changesErgonomic design with tilt, swivel, pivot and height adjustments for a comfortable viewing experienceGreen Sustainability: paper packaging and energy-efficient environmental standards",JOD,399.00,,+962796802525
61,https://citycenter.jo/anker-soundcore-p20i-true-wireless-earbuds-10mm-drivers-with-big-bass-30-hours-bluetooth-5-3-water-resistant-2-mics-for-ai-clear-calls-pink?search=%20&page=8,Anker Soundcore P20i True Wireless Earbuds 10mm Drivers with Big Bass 30 Hours Bluetooth 5.3 Water-Resistant 2 Mics for AI Clear Calls - Pink,"['Powerful Bass: soundcore P20i true wireless earbuds have oversized 10mm drivers that deliver powerful sound with boosted bass so you can lose yourself in your favorite songs.', 'Personalized Listening Experience: Use the soundcore app to customize the controls and choose from 22 EQ presets. With ""Find My Earbuds"", a lost earbud can emit noise to help you locate it.', 'Long Playtime, Fast Charging: Get 10 hours of battery life on a single charge with a case that extends it to 30 hours. If P20i true wireless earbuds are low on power, a quick 10-minute charge will give you 2 hours of playtime.', ""Portable On-the-Go Design: soundcore P20i true wireless earbuds and the charging case are compact and lightweight with a lanyard attached. It's small enough to slip in your pocket, or clip on your bag or keys–so you never worry about space."", 'AI-Enhanced Clear Calls: 2 built-in mics and an AI algorithm work together to pick up your voice so that you never have to shout over the phone.']",JOD,19.00,,+962796802525
62,https://citycenter.jo/hp-hyperx-alloy-origins-core-tenkeyless-linear-red-switch-rgb-led-backlit-mechanical-keyboard?search=%20&page=299,HP HyperX Alloy Origins Core Tenkeyless Linear Red Switch RGB LED Backlit Mechanical Keyboard,[],JOD,65.00,,+962796802525
63,https://citycenter.jo/thinkpad-onelink-pro-dock-port-replicator-w-90w-adapter?search=%20&page=161,ThinkPad OneLink Pro Dock Port Replicator w/ 90w Adapter,[],JOD,99.00,,+962796802525
64,https://citycenter.jo/asus-tuf-gaming-750w-gold-fully-modular-80-gold-certified-atx-3-0-military-grade-components-dual-ball-bearing-axial-tech-fan-pcb-coating?search=%20&page=27,ASUS TUF Gaming 750W Gold Fully Modular 80+ Gold Certified ATX 3.0 Military-Grade Components Dual Ball Bearing Axial-tech Fan PCB Coating,[],JOD,129.00,,+962796802525
65,https://citycenter.jo/asus-vivobook-pro-15-oled-m6500xu-7gen-amd-ryzen-9-7940hs-8-cores-w-nvidia-rtx-4050-3k-oled-120hz-display-cool-silver?search=%20&page=240,ASUS VivoBook Pro 15 OLED M6500XU 7Gen AMD Ryzen 9 7940HS 8-Cores w/ Nvidia RTX 4050 & 3K OLED 120Hz Display - Cool Silver,"ASUS Vivobook Pro 15 M6500XU-MA082 7Gen AMD Ryzen 9 7940HS 8-Core up to 5.2GHz 24M Cash , 16GB DDR5 RAM On Board ,  1TB M.2 NVMe™ PCIe® 3.0 SSD , NVIDIA GeForce RTX 4050 Laptop GPU having 6GB GDDR6 VRAM Graphic Card , 15.6"" OLED 2.8K (2880 x 1620) 120Hz 600nits HDR 100% DCI-P3 HDR True Black 600 1.07 Billion Colors PANTONE Validated Glossy Display ,  Full HD Camera , Wireless ,Bluetooth , Backlit English (Arabic Optional) Keyboard , Fingerprint Sensor , Dos , 1 Year Warranty",JOD,939.00,899.00,+962796802525
66,https://citycenter.jo/hp-omen-34-ultrawide-qhd-2k-165hz-1ms-hdr-srgb-99-dci-p3-99-freesync-premium-height-adjust-stand-biult-in-speakers-w-2x-hdmi-2-0-displayport?search=%20&page=309,"HP OMEN 34"" Ultrawide QHD 2K 165Hz 1ms HDR sRGB 99% DCI-P3 99% FreeSync Premium Height Adjust Stand & Biult In Speakers  w/2x HDMI 2.0 & DisplayPort","['GOODBYE LAG. HELLO SPEED. - 1ms GtG response time with Overdrive eliminates motion blur for crisp, fluid gameplay no matter what’s happening on-screen', 'EXPERIENCE ALL THE ACTION WITH NO DISTRACTIONS - For crisp action and responsive gameplay, the 165Hz refresh rate practically removes all artifacting and motion blurring', 'INDULGE YOURSELF IN THE DETAILS - Escape fully and dive into finely-detailed worlds with the crisp visuals of WQHD resolution', 'MARVEL AT THE WIDE ARRAY OF COLORS - Get deeper hues and a wide array of colors with 99% sRGB and 90% DCI-P3 for precisely recreated colors so lifelike you get lost in your gameplay', 'REFINE YOUR PLAY SPACE - It’s equipped with ports perfect for connecting your gaming PC, console, and even a work PC. Thanks to the easy cable management and the adjustable stand, your desk will be just how you like it', 'ALL YOUR FUN, CUSTOM - Play around with every possible setting in OMEN Gaming Hub—a one-stop shop for customizing your ecosystem. Make your monitor, any PC, and select accessories work better together the way you want', 'EXPLORE NEW WORLDS - With peak brightness of 400 nits, experience games how the developers intended with brighter whites, deeper blacks and richer colors']",JOD,369.00,,+962796802525
67,https://citycenter.jo/razer-kraken-v3-x-wired-usb-7-1-surround-sound-lightweight-build-triforce-40mm-drivers-hyperclear-cardioid-mic-chroma-rgb-lighting-black?search=%20&page=140,Razer Kraken V3 X Wired USB 7.1 Surround Sound Lightweight Build Triforce 40mm Drivers HyperClear Cardioid Mic Chroma RGB Lighting - Black,"['285g Lightweight Build: Experience superior audio and game for hours without being weighed down by the headset.Control Type:Media', 'TriForce 40mm Drivers: Cutting-edge proprietary design divides the driver into 3 parts for the individual tuning of highs, mids, and lows—producing brighter, clearer audio with richer highs and more powerful lows', 'HyperClear Cardioid Mic: An improved pickup pattern ensures more voice and less noise with the sweet spot easily placed at your mouth because of the mic’s bendable design', 'Hybrid Fabric and Memory Foam Ear Cushions: Wrapped in a combination of breathable fabric and plush leatherette to provide a snug fit to ensure constant comfort for prolonged gaming', '7.1 Surround Sound: Provides accurate positional audio that lets you pinpoint intuitively where every sound is coming from. *Only available on Windows 10 64-bit', 'Powered by Razer Chroma RGB: Customizable earcup lighting and greater game immersion, with access to 16.8 million colors and a suite of lighting effects, apply your preferred settings and watch it work seamlessly with over 150 games and 500 devices across more than 50 partners.']",JOD,69.00,,+962796802525
68,https://citycenter.jo/kingston-fury-renegade-500gb-pcie-4-0-nvme-m-2-ssd-up-to-7-300mb-s-w-heatsink-ps5-ready?search=%20&page=339,"Kingston FURY Renegade 500GB PCIe 4.0 NVMe M.2 SSD up to 7,300MB/s w/ Heatsink & PS5™ Ready",500GB CapacityPCIe Gen4 InterfaceM.2 2280 Form FactorUp To 7300 MB/s Read | 7000 MB/s Write SpeedSFYRSK/500G,JOD,75.00,69.00,+962796802525
69,https://citycenter.jo/hp-scanjet-pro-2500-f1-flatbed-scanner-commercial?search=%20&page=313,HP Scanjet Pro 2500 F1 Flatbed Scanner Commercial,"HP ScanJet Pro 2500 f1 Flatbed Scanner (L2747A, Scanner type: Flatbed, ADF, ADF Speed: Up to 20ppm)",JOD,290.00,235.00,+962796802525
70,https://citycenter.jo/hp-color-laserjet-enterprise-m455dn-duplex-a4-color-laser-printer-up-to-29-black-29-color-ppm-w-network-usb-interface-white?search=%20&page=295,HP Color LaserJet Enterprise M455dn Duplex A4 Color Laser Printer up to 29 black / 29 Color PPM w/ Network & USB Interface - White,"['Easy to use, simple to manage: Print quickly and easily with the entry-level HP Color LaserJet Enterprise M455dn Printer, a laser printer with speeds up to 29 ppm and dynamic security', 'Enhanced productivity to empower work teams: Give workgroups what they need to succeed with HP and third-party solutions, card reader support, and the ability to print directly from the 2.7"" color display', 'Build business efficiency: Centralize control of your printing environment with HP Web JetAdmin', ""HP Wolf Enterprise Security: The world's most secure printers are always on guard with defensive layers to detect and self-heal from malware, and protect your data and business"", 'Automatic 2-sided printing: Speed through tasks and save paper by printing two-sided documents', 'Sustainability is smart business: Reduce wasted paper and toner by only printing jobs that are truly needed, using HP Roam for Business', 'Print cartridges you can trust: Avoid reprints, wasted supplies and service calls by using Original HP 414A/414X cartridges designed for your color printer']",JOD,499.00,,+962796802525
71,https://citycenter.jo/hp-laptop-15-fd0149ne-2023-new-13th-gen-intel-core-i5-10-cores-slim-design-w-backlit-keyboard-customized-silver?search=%20&page=302,HP Laptop 15-fd0149ne (2023) NEW 13th Gen Intel Core i5 10-Cores Slim Design w/ Backlit Keyboard (Customized) - Silver,"HP Laptop 15-fd0149ne (2023) Intel Core i5 1334U 13Gen up to 4.6Ghz 10-Cores 12M Cash, 16GB DDR4-3200 MHz RAM  , 512 GB PCIe® NVMe™ M.2 SSD, Intel Iris Xᵉ Graphic Card  ,15.6"" SVA Full HD (1920 x 1080) micro-edge anti-glare 250 nits 45% NTSC Display , Camera ,  Wireless , Bluetooth , Backlit Arabic / English Keyboard , Dos",JOD,399.00,379.00,+962796802525
72,https://citycenter.jo/nokia-go-earbuds-2-pro-true-wireless-earbuds-10mm-drivers-noise-cancellation-up-to-24-hours-bluetooth-5-2-water-resistant-lag-free-gaming-videos-black?search=%20&page=409,Nokia Go Earbuds 2 Pro True Wireless Earbuds 10mm Drivers Noise Cancellation Up to 24-hours Bluetooth 5.2 Water-Resistant Lag-Free Gaming & Videos - Black,"['Less lag is achieved via low-latency gaming and video modes, while maximum comfort is achieved by a snug fit and secure construction', 'With the charging travel case, you may play for up to 24 hours', 'IPX4 resistance makes exercise and wet days no problem', 'The Nokia Go Earbuds 2 Pro includes 10 mm audio drivers, which produce a balanced sound with a deep bass that will help you enjoy your music more', ""Environmental noise cancellation reduces background noise from your surroundings, so you won't need to yell to be heard over it"", ""Using Bluetooth 5.2's Fast Pair feature, you can quickly and simply connect to all your favorite devices""]",JOD,19.00,,+962796802525
73,https://citycenter.jo/mcdodo-pn-8921-stylus-pen-for-ipad-with-magnetic-charging-cable-white?search=%20&page=116,MCDODO PN-8921 Stylus Pen For Ipad (With Magnetic Charging Cable) - White,"MCDODO PN-8921 MDD Sketch Series Active Capacitive Stylus Pen Palm Rejection Tilt Sensitivity Writing Drawing Stylus Pen with Magnetic Charging Magnetic adsorption makes storage and management more convenient, reducing the loss and scrolling of the stylus.Extra-long standby that is 9 hours of continuous working, 40 minutes charge, 365 days standby time.More precise and sensitive. Higher durability and sturdier.Compatible with Apple and Android systems using",JOD,29.00,,+962796802525
74,https://citycenter.jo/kingston-sdcs2-512gb-canvas-select-plus-512gb-class-10?search=%20&page=86,Kingston SDCS2/512GB Canvas Select Plus 512GB Class 10,Kingston’s Canvas Select Plus microSD is compatible with Android devices and designed with A1-rated performance. It offers improved speed and capacity for loading apps faster and capturing images and videos in multiple capacities up to 512 GB1. Powerful i,JOD,60.00,33.00,+962796802525
75,https://citycenter.jo/razer-barracuda-pro-wireless-bluetooth-hybrid-anc-thx-aaa-50mm-drivers-integrated-mic-40-hr-battery-for-pc-playstation-switch-android-ios?search=%20&page=135,"Razer Barracuda Pro Wireless & Bluetooth Hybrid ANC THX AAA 50mm Drivers Integrated Mic 40 Hr Battery For PC, PlayStation, Switch, Android, iOS",[],JOD,219.00,,+962796802525
76,https://citycenter.jo/kingston-fury-beast-rgb-8gb-1-x-8gb-6000mhz-ddr5-desktop-memory-infrared-sync-technology?search=%20&page=85,Kingston FURY Beast RGB 8GB (1 x 8GB) 6000MHz DDR5 Desktop Memory Infrared Sync Technology,[],JOD,55.00,45.00,+962796802525
